Title	Author	Published At	Source	URL
Mission: Impossible —The Final Reckoning‘s Trailer Really Wants You To Know Tom Cruise Is Still That Dude	Isaiah Colbert	2024-11-11T15:00:25Z	Gizmodo.com	https://gizmodo.com/mission-impossible-8-trailer-title-release-date-tom-cruise-final-reckoning-2000522966
Rejoice, We’re Already Getting Another Entry in the ‘Ke Huy Quan Kicks Ass’ Genre	Germain Lussier	2024-10-29T22:30:23Z	Gizmodo.com	https://gizmodo.com/ke-huy-quan-action-movie-fairytale-in-new-york-2000518221
Kevin Feige Says Marvel Is Still Committed to Getting Blade Into the MCU	Gordon Jackson	2024-11-12T14:00:03Z	Gizmodo.com	https://gizmodo.com/kevin-feige-blade-marvel-mcu-update-mahershala-ali-2000523295
Funko’s War of the Rohirrim Pops Are Ready for a Sword Day, a Red Day	James Whitbrook	2024-11-06T17:00:32Z	Gizmodo.com	https://gizmodo.com/funko-war-of-the-rohirrim-pops-price-release-date-2000521109
In Dear Santa‘s First Trailer, Satan Is the Reason for the Season	Gordon Jackson	2024-11-07T15:30:30Z	Gizmodo.com	https://gizmodo.com/dear-santa-trailer-jack-black-satan-christmas-movie-2000521565
Paddington Bear gets a British passport		2024-10-22T11:39:57Z	BBC News	https://www.bbc.com/news/articles/cx2l2dvvwqno
Tom Holland Joins Christopher Nolan’s Next Movie, and We Heard a Great Rumor About It	Germain Lussier	2024-10-21T21:35:52Z	Gizmodo.com	https://gizmodo.com/christopher-nolan-new-movie-plot-tom-holland-imax-2000514765
How Much of the New Lord of the Rings Movie Comes From Tolkien?	James Whitbrook	2024-11-06T20:45:14Z	Gizmodo.com	https://gizmodo.com/war-of-the-rohirrim-setting-characters-explained-tolkien-lotr-2000521209
Disney Has Shifted an Untitled Star Wars Movie Off Its Upcoming Schedule	Cheryl Eddy	2024-11-15T23:00:21Z	Gizmodo.com	https://gizmodo.com/untitled-star-wars-movie-2026-release-delayed-disney-lucasfilm-2000525347
Here’s How They Brought the Minecraft Movie to Life, Even If They Shouldn’t Have	Gordon Jackson	2024-11-18T19:48:01Z	Gizmodo.com	https://gizmodo.com/heres-how-they-brought-the-minecraft-movie-to-life-even-if-they-shouldnt-have-2000525950
Blade Runner 2049 producer sues Elon Musk for image used in Cybercab launch	Mariella Moon	2024-10-22T12:00:48Z	Yahoo Entertainment	https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_0b877ae6-74d4-4a87-a926-ace1decc0ef7
The problem with the movie version	Seth Godin	2024-11-07T10:03:00Z	Seths.blog	https://seths.blog/2024/11/the-problem-with-the-movie-version/
Nintendo Sure Is Hoping We’ll See the Live-Action Zelda Movie by the End of This Decade	Germain Lussier	2024-11-06T18:00:44Z	Gizmodo.com	https://gizmodo.com/legend-of-zelda-movie-release-date-nintendo-link-wes-ball-2000521171
[Removed]		2024-10-23T10:00:46Z	[Removed]	https://removed.com
Venom: The Last Dance Doesn’t Quite Stick the Landing	Germain Lussier	2024-10-23T19:00:05Z	Gizmodo.com	https://gizmodo.com/venom-3-review-the-last-dance-tom-hardy-marvel-2000515392
I’ve given up on trying to predict what Nintendo will do — especially when it comes to the Switch 2	Andrew Webster	2024-10-22T15:00:00Z	The Verge	https://www.theverge.com/2024/10/22/24276650/nintendo-switch-2-predictions-playtest-alarmo
Netflix’s deal with Universal will add more live-action films	Emma Roth	2024-10-29T18:07:17Z	The Verge	https://www.theverge.com/2024/10/29/24282823/netflix-licensing-deal-universal-films-live-action-animation
The Wild Robot‘s Creators Reveal the Secret Behind the Film’s Best Scene	Germain Lussier	2024-10-24T21:40:24Z	Gizmodo.com	https://gizmodo.com/the-wild-robots-creators-reveal-the-secret-behind-the-films-best-scene-2000516184
10 Freaky Flicks to Stream on Peacock Tonight	Cheryl Eddy	2024-10-22T19:30:41Z	Gizmodo.com	https://gizmodo.com/10-freaky-flicks-to-stream-on-peacock-tonight-2000515133
Terrifier 3‘s Journey to the Big Screen Was Shockingly Unique	Germain Lussier	2024-10-21T18:45:02Z	Gizmodo.com	https://gizmodo.com/terrifier-3-behind-the-scenes-art-the-clown-2000513440
Alien: Romulus is Bringing Its Terror to VHS in December	Justin Carter	2024-10-20T16:25:57Z	Gizmodo.com	https://gizmodo.com/alien-romulus-vhs-release-2000514136
2 New Predator Movies Are Coming in 2025	Germain Lussier	2024-10-24T19:40:29Z	Gizmodo.com	https://gizmodo.com/2-new-predator-movies-are-coming-in-2025-2000516237
'Trap' Is Now Streaming. Here's How to Watch From Anywhere	Meara Isenberg	2024-10-25T15:10:34Z	CNET	https://www.cnet.com/tech/services-and-software/trap-is-now-streaming-heres-how-to-watch-from-anywhere/
How to Stream 'Twisters': Watch the Box Office Hit Sequel From Anywhere	Aaron Pruner	2024-11-15T11:30:03Z	CNET	https://www.cnet.com/tech/services-and-software/how-to-stream-twisters-watch-the-box-office-hit-sequel-from-anywhere/
Kevin Smith Has Ideas for Dogma 2, But Don’t Get Too Excited Yet	Cheryl Eddy	2024-11-18T18:45:18Z	Gizmodo.com	https://gizmodo.com/dogma-2-sequel-kevin-smith-update-2000525939
Star Wars Rey Movie Keeps Loosing Writers	Ethan Gach	2024-10-25T14:00:00Z	Kotaku	https://kotaku.com/star-wars-rey-daisy-ridley-jedi-order-release-date-1851681311
The YouTube app on Quest will let you co-watch videos with friends in VR	Jay Peters	2024-11-13T19:30:33Z	The Verge	https://www.theverge.com/2024/11/13/24295635/youtube-meta-quest-app-co-watch-vr
The Penguin Could Lead to More Batman Villain Shows	Germain Lussier	2024-10-25T18:45:44Z	Gizmodo.com	https://gizmodo.com/the-penguin-could-lead-to-more-batman-villain-shows-2000516650
Nicholas Hoult Learned He Probably Wouldn’t Be the Next Batman on the Radio	Gordon Jackson	2024-11-08T16:50:12Z	Gizmodo.com	https://gizmodo.com/nicholas-hoult-learned-he-probably-wouldnt-be-the-next-batman-on-the-radio-2000522037
Warner Bros. Boss David Zaslav Admits Joker 2 Was ‘Disappointing’	Isaiah Colbert	2024-11-07T18:00:18Z	Gizmodo.com	https://gizmodo.com/warner-bros-boss-david-zaslav-admits-joker-2-was-disappointing-2000521581
The Witcher Is Recasting Another Big Character	Gordon Jackson	2024-10-24T13:00:03Z	Gizmodo.com	https://gizmodo.com/netflix-witcher-season-4-vesemir-recast-kim-bodnia-2000515879
Stream Is a Scream	Cheryl Eddy	2024-10-24T20:40:52Z	Gizmodo.com	https://gizmodo.com/stream-horror-movie-review-terrifier-2000515851
Gladiator II Is Escalating the Popcorn Bucket Arms Race	Germain Lussier	2024-10-23T22:30:37Z	Gizmodo.com	https://gizmodo.com/gladiator-ii-popcorn-bucket-dune-2-deadpool-wolverine-2000515835
Smile‘s Director Already Has Ideas For Where Smile 3 Could Go	Gordon Jackson	2024-10-31T13:00:00Z	Gizmodo.com	https://gizmodo.com/smile-3-sequel-ideas-parker-finn-2000518568
An Unlikely Alien Species Returns in Star Wars: Skeleton Crew	Gordon Jackson	2024-10-22T13:00:36Z	Gizmodo.com	https://gizmodo.com/an-unlikely-alien-species-returns-in-star-wars-skeleton-crew-2000514855
I tried Starbucks' green and pink 'Wicked'-themed drinks. I can't stop thinking about the one without coffee.	insider@insider.com (Jamie Davis Smith)	2024-10-31T11:55:01Z	Business Insider	https://www.businessinsider.com/starbucks-wicked-drinks-elphaba-cold-brew-glinda-pink-potion-review-2024-10
Eva Longoria invested $6 million of her own money to save 'John Wick' — and the directors didn't even know	Jason Guerrasio	2024-10-22T20:41:28Z	Business Insider	https://www.businessinsider.com/eva-longoria-producer-john-wick-2024-10
Terrible Borderlands Movie Still Helped Sell More Games	Ethan Gach	2024-11-07T15:50:00Z	Kotaku	https://kotaku.com/borderlands-4-movie-sequel-sales-box-office-1851691830
10 Fantasy Movies to Help You Escape Reality Right Now	Cheryl Eddy	2024-11-06T19:45:23Z	Gizmodo.com	https://gizmodo.com/10-fantasy-movies-to-help-you-escape-reality-right-now-2000521177
Rare Discount on LEGO Walt Disney Tribute Camera Returns at Lowest Price for Early Black Friday	Brittany Vincent	2024-10-24T14:14:54Z	Gizmodo.com	https://gizmodo.com/rare-discount-on-lego-walt-disney-tribute-camera-returns-at-lowest-price-for-early-black-friday-2000515965
Open Channel: What Does Star Wars’ New Saga Look Like to You?	Justin Carter	2024-11-10T19:50:56Z	Gizmodo.com	https://gizmodo.com/star-wars-new-saga-open-channel-2000522626
Disney May Have Found an Incredibly Obvious Choice for Its Live-Action Prince Charming	Gordon Jackson	2024-10-23T18:10:07Z	Gizmodo.com	https://gizmodo.com/disney-may-have-found-an-incredibly-obvious-choice-for-its-live-action-prince-charming-2000515673
Tom Holland has reportedly been cast in Christopher Nolan's next movie. Fans hope it will help him launch a career outside Marvel.	Ayomikun Adekaiyero	2024-10-22T12:30:30Z	Business Insider	https://www.businessinsider.com/tom-holland-cast-christopher-nolan-movie-career-marvel-spider-man-2024-10
Alien: Romulus is getting a VHS release	Wes Davis	2024-10-20T15:59:13Z	The Verge	https://www.theverge.com/2024/10/20/24274915/alien-romulus-vhs-limited-edition-collectible-release-date
[Removed]		2024-11-11T12:16:30Z	[Removed]	https://removed.com
Escape Planet Earth With These 10 Streaming Sci-Fi Films	Cheryl Eddy	2024-11-04T23:30:55Z	Gizmodo.com	https://gizmodo.com/best-space-movies-streaming-netflix-max-prime-video-2000520245
The Curious Case of Iconic Star Vega’s Missing Planets	Passant Rabie	2024-11-09T13:00:14Z	Gizmodo.com	https://gizmodo.com/the-curious-case-of-iconic-star-vegas-missing-planets-2000520285
The Curious Case of John Turturro Not Returning for The Penguin	Germain Lussier	2024-10-23T21:00:54Z	Gizmodo.com	https://gizmodo.com/john-turturro-the-penguin-batman-carmine-falcone-2000515774
Transformers One Is Now on Digital and We’ve Got an Exclusive Clip	Germain Lussier	2024-10-22T15:00:13Z	Gizmodo.com	https://gizmodo.com/transformers-one-home-release-date-cybertron-2000514447
M. Night Shyamalan’s Trap is a perfect Hitman movie	Toussaint Egan	2024-10-24T21:07:18Z	Polygon	https://www.polygon.com/entertainment/469408/trap-m-night-shyamalan-hitman-josh-hartnett
How to Shoot Actors with Arrows Sans CGI	Navarre Bartz	2024-11-04T09:00:41Z	Hackaday	https://hackaday.com/2024/11/04/how-to-shoot-actors-with-arrows-sans-cgi/
Watch 'Terrifier' and 'Terrifier 2' for Free on These Streaming Services	Meara Isenberg	2024-10-22T14:00:06Z	CNET	https://www.cnet.com/tech/services-and-software/watch-terrifier-and-terrifier-2-for-free-on-these-streaming-services/
Disney hits a roadblock with Daisy Ridley's 'Star Wars' movie — the latest project it's had trouble getting off the ground	Eammon Jacobs	2024-10-25T12:05:10Z	Business Insider	https://www.businessinsider.com/disney-star-wars-daisy-ridley-roadblock-project-steven-knight-2024-10
I'm a horror fan who's seen the first 9 'Saw' movies. Here are the 3 you must watch and 6 you should skip.	Amory Rose	2024-10-25T20:58:15Z	Business Insider	https://www.businessinsider.com/saw-best-movies-to-watch-and-skip-2021-10
Not sure what movie to watch? Leave a comment, we’ll help	Pete Volk	2024-11-13T21:45:58Z	Polygon	https://www.polygon.com/entertainment/477990/best-movies-watch-tonight-best-recommendations-streaming
In the Vatican Movie Conclave, Big Secrets Are Revealed. Here Are Three Real Life Papal Conclaves Marked by Controversy	Olivia B. Waxman	2024-10-25T16:31:07Z	Time	https://time.com/7098621/real-life-papal-conclave-controversies/
Robert Zemeckis Just Wants to Move You	Stephanie Zacharek	2024-11-01T14:39:09Z	Time	https://time.com/7160896/robert-zemeckis-interview-here/
Finally, a Holocaust Movie With No Lessons	Gal Beckerman	2024-11-01T17:16:00Z	The Atlantic	https://www.theatlantic.com/culture/archive/2024/11/real-pain-holocaust-movie-jesse-eisenberg-kieran-culkin-no-lessons/680490/
Matthew Lillard's career ground to a halt after 'Scooby-Doo 2' flopped: 'I thought I was never going to work again'	Caralynn Matassa	2024-10-31T19:19:21Z	Business Insider	https://www.businessinsider.com/matthew-lillard-movie-and-tv-roles-shaggy-scream-2024-10
New 'Star Wars' Trilogy In the Works	BeauHD	2024-11-08T10:00:00Z	Slashdot.org	https://entertainment.slashdot.org/story/24/11/08/0641215/new-star-wars-trilogy-in-the-works
“Christmas Eve in Miller’s Point” Transcends the Holiday-Movie Genre	Richard Brody	2024-11-08T11:00:00Z	The New Yorker	https://www.newyorker.com/magazine/2024/11/18/christmas-eve-in-millers-point-movie-review
'John Wick' at 10: Chad Stahelski and David Leitch on fighting for Keanu Reeves' beard and how Eva Longoria saved the movie	Jason Guerrasio	2024-10-21T12:25:02Z	Business Insider	https://www.businessinsider.com/john-wick-keanu-reeves-popularity-chad-stahelski-david-leitch-interview-2024-10
The First Reactions to Nosferatu Call It ‘Pure Evil,’ ‘Erotic,’ and ‘Devilishly Bloody’	Isaiah Colbert	2024-11-08T17:40:33Z	Gizmodo.com	https://gizmodo.com/the-first-reactions-to-nosferatu-call-it-pure-evil-erotic-and-devilishly-bloody-2000522031
Count Down to Halloween With These 10 Scary Hulu and Disney+ Movies	Cheryl Eddy	2024-10-28T22:44:26Z	Gizmodo.com	https://gizmodo.com/halloween-best-streaming-horror-hulu-disney-plus-2000517558
What’s the Most Memorably Horrific Terrifier Kill?	By Germain Lussier and Cheryl Eddy	2024-10-30T23:45:03Z	Gizmodo.com	https://gizmodo.com/whats-the-most-memorably-horrific-terrifier-kill-2000518695
The Purge: Election Year Is Still an Uncomfortably Timely Watch	Cheryl Eddy	2024-11-05T18:10:15Z	Gizmodo.com	https://gizmodo.com/purge-election-year-retrospective-trump-harris-2024-2000520737
Amazon Might Be Close to Finding Its New Lara Croft	Gordon Jackson	2024-10-30T13:00:41Z	Gizmodo.com	https://gizmodo.com/amazon-tomb-raider-tv-show-sophie-turner-lucy-boynton-lara-croft-2000518272
Marvel Reveals Deadpool & Wolverine‘s Disney+ Release Date via Literal Toilet Humor	Isaiah Colbert	2024-10-30T14:00:36Z	Gizmodo.com	https://gizmodo.com/deadpool-and-wolverine-streaming-disney-plus-release-date-marvel-2000518301
Ralph Fiennes Spreads New Info About 28 Years Later	Justin Carter	2024-10-27T16:25:49Z	Gizmodo.com	https://gizmodo.com/28-years-later-ralph-fiennes-role-2000516943
Nobody Can Rent Twister, the Last DVD Trapped in Redbox’s Dead Video Business	Lucas Ropek	2024-10-25T20:30:22Z	Gizmodo.com	https://gizmodo.com/nobody-can-rent-twister-the-last-dvd-trapped-in-redboxs-dead-video-business-2000516681
Star Trek: Section 31 Teases Its Mysterious Anti-Heroes	Gordon Jackson	2024-11-07T14:00:59Z	Gizmodo.com	https://gizmodo.com/star-trek-section-31-character-details-michelle-yeoh-2000521472
Disney Hopes to Replace Bob Iger as CEO in 2026	Gordon Jackson	2024-10-21T14:37:23Z	Gizmodo.com	https://gizmodo.com/disney-hopes-to-replace-bob-iger-as-ceo-in-2026-2000514344
Good Omens‘ Third and Final Season Is Now… a 90-Minute Special	Cheryl Eddy	2024-10-24T16:23:50Z	Gizmodo.com	https://gizmodo.com/good-omens-third-and-final-season-is-now-a-90-minute-special-2000516119
Secure the Sony S100F Soundbar for Just Under $100 Before the Black Friday Rush	Joe Tilleli	2024-10-23T20:13:04Z	Gizmodo.com	https://gizmodo.com/secure-the-sony-s100f-soundbar-for-just-under-100-before-the-black-friday-rush-2000515750
The Netflix Mobile App Will Now Let You Bookmark and Share Scenes With Your Friends	Dua Rashid	2024-10-28T20:24:17Z	Gizmodo.com	https://gizmodo.com/the-netflix-mobile-app-will-now-let-you-bookmark-and-share-scenes-with-your-friends-2000517392
In an Early Black Friday Deal, Amazon is Offering $1,200 Off on This Stunning LG 65″ C4 TV	Gizmodo Deals	2024-11-03T15:17:32Z	Gizmodo.com	https://gizmodo.com/in-an-early-black-friday-deal-amazon-is-offering-1200-off-on-this-stunning-lg-65-c4-tv-2000519988
Milla Jovovich Will Star in the Final George A. Romero Zombie Film, Twilight of the Dead	Germain Lussier	2024-11-01T22:00:39Z	Gizmodo.com	https://gizmodo.com/milla-jovovich-george-a-romero-twilight-of-the-dead-2000519768
Ryan Reynolds Thinks Gambit Might Have Had His Deadpool Leak Moment	Germain Lussier	2024-11-07T18:45:06Z	Gizmodo.com	https://gizmodo.com/gambit-movie-chances-channing-tatum-deadpool-2000521657
Deadpool & Wolverine Just Got A Disney Plus Streaming Date And It's Not Far Away	Ethan Gach	2024-10-30T19:00:00Z	Kotaku	https://kotaku.com/deadpool-wolverine-just-got-a-disney-plus-streaming-d-1851685637
Enjoy 83% Off the Never-Expiring MagellanTV Membership for Documentaries as a Better Alternative to Netflix	Joe Tilleli	2024-10-22T20:26:34Z	Gizmodo.com	https://gizmodo.com/enjoy-83-off-the-never-expiring-magellantv-membership-for-documentaries-as-a-better-alternative-to-netflix-2000515280
Paramount’s Still Figuring Out How to Handle Mission: Impossible 8	Justin Carter	2024-11-02T14:30:42Z	Gizmodo.com	https://gizmodo.com/mission-possiible-8-paramount-rollout-2000519792
Add Ninjago To the List of Live-Action Lego Movies We’re Getting	Justin Carter	2024-11-03T15:30:55Z	Gizmodo.com	https://gizmodo.com/lego-ninjago-live-action-movie-2000519881
South Carolina Residents Told to Secure Their Homes After 43 Monkeys Escape Lab	Ed Cara	2024-11-07T17:45:20Z	Gizmodo.com	https://gizmodo.com/south-carolina-residents-told-to-secure-their-homes-after-43-monkeys-escape-lab-2000521629
On Its Official Store, Samsung Is Offering -50% on Its OLED TVs For Early Black Friday	Gizmodo Deals	2024-11-09T19:09:06Z	Gizmodo.com	https://gizmodo.com/on-its-official-store-samsung-is-offering-50-on-its-oled-tvs-for-early-black-friday-2000522569
Ridley Scott Still Wants a Sequel to Alien: Covenant	Gordon Jackson	2024-11-11T14:00:44Z	Gizmodo.com	https://gizmodo.com/alien-covenant-sequel-ridley-scott-michael-fassbender-2000522868
Kevin Feige Still Wants Us To Believe Blade Is Coming To The MCU	Keith Nelson Jr	2024-11-12T19:50:00Z	Kotaku	https://kotaku.com/marvel-kevin-feige-mcu-blade-1851696307
Elon Musk Accused Of Stealing Blade Runner 2049 Imagery To Sell Teslas In New Lawsuit	Ethan Gach	2024-10-21T19:00:00Z	Kotaku	https://kotaku.com/elon-musk-blade-runner-2049-lawsuit-tesla-cybercab-ai-1851677713
Nintendo expects to sell fewer Switches than planned as new model looms	Steve Dent	2024-11-05T14:00:31Z	Yahoo Entertainment	https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_bde1e20f-b3bb-4cb4-91ed-545851f42474
Chill games for a chill weekend	David Pierce	2024-11-10T13:00:00Z	The Verge	https://www.theverge.com/2024/11/10/24291418/stardew-valley-mario-luigi-brothership-heretic-installer
Classic survival horror is still alive and scaring	Andrew Webster	2024-10-26T15:00:00Z	The Verge	https://www.theverge.com/2024/10/26/24279276/survival-horror-silent-hill-2-fear-the-spotlight
Updates From Andor Season 2, and More	Gordon Jackson	2024-11-15T14:00:28Z	Gizmodo.com	https://gizmodo.com/andor-season-2-empire-cover-story-krennic-new-images-2000524819
Stream Is a Scream	Cheryl Eddy	2024-10-24T20:40:52Z	Gizmodo.com	https://gizmodo.com/stream-horror-movie-review-terrifier-2000515851
Ridley Scott Is Already Preparing the Next Alien Movie	Gordon Jackson	2024-11-04T14:00:55Z	Gizmodo.com	https://gizmodo.com/ridley-scott-new-alien-movie-romulus-2000520090
Amazon Might Be Close to Finding Its New Lara Croft	Gordon Jackson	2024-10-30T13:00:41Z	Gizmodo.com	https://gizmodo.com/amazon-tomb-raider-tv-show-sophie-turner-lucy-boynton-lara-croft-2000518272
Hysteria!‘s Creator Explains How He Landed That Horror Dream Team Reunion	Cheryl Eddy	2024-10-21T16:30:19Z	Gizmodo.com	https://gizmodo.com/hysterias-creator-explains-how-he-landed-that-horror-dream-team-reunion-2000514460
A Sinister Nick Frost Elevates Murky Horror Tale Black Cab	Cheryl Eddy	2024-11-08T18:40:00Z	Gizmodo.com	https://gizmodo.com/a-sinister-nick-frost-elevates-murky-horror-tale-black-cab-2000521404
Here’s Wassup With That Scary Movie Reboot	Cheryl Eddy	2024-10-29T17:10:54Z	Gizmodo.com	https://gizmodo.com/scary-movie-reboot-wayans-brothers-2000518013
Milla Jovovich Will Star in the Final George A. Romero Zombie Film, Twilight of the Dead	Germain Lussier	2024-11-01T22:00:39Z	Gizmodo.com	https://gizmodo.com/milla-jovovich-george-a-romero-twilight-of-the-dead-2000519768
The Blair Witch Project Is Releasing a Version You’ve Never Seen Before	Cheryl Eddy	2024-11-12T00:00:06Z	Gizmodo.com	https://gizmodo.com/blair-witch-project-25th-anniversary-re-release-original-format-2000523297
Terrifier 3‘s Journey to the Big Screen Was Shockingly Unique	Germain Lussier	2024-10-21T18:45:02Z	Gizmodo.com	https://gizmodo.com/terrifier-3-behind-the-scenes-art-the-clown-2000513440
You Can Now Own Kurt Russell’s Iconic Hat From The Thing (For a Price)	Cheryl Eddy	2024-10-30T18:20:30Z	Gizmodo.com	https://gizmodo.com/rare-horror-props-auction-the-thing-chucky-halloween-2000518404
10 Freaky Flicks to Stream on Peacock Tonight	Cheryl Eddy	2024-10-22T19:30:41Z	Gizmodo.com	https://gizmodo.com/10-freaky-flicks-to-stream-on-peacock-tonight-2000515133
Count Down to Halloween With These 10 Scary Hulu and Disney+ Movies	Cheryl Eddy	2024-10-28T22:44:26Z	Gizmodo.com	https://gizmodo.com/halloween-best-streaming-horror-hulu-disney-plus-2000517558
Where Do We Think Terrifier‘s Art the Clown Came From?	Germain Lussier	2024-10-29T20:15:31Z	Gizmodo.com	https://gizmodo.com/terrifier-art-the-clown-origin-story-horror-2000518044
Matthew Lillard Reflects on His Journey to Be a Great Actor	Justin Carter	2024-11-03T21:00:08Z	Gizmodo.com	https://gizmodo.com/matthew-lillard-reflects-on-his-journey-to-be-a-great-actor-2000519992
Chief thought Skripal poisoning could be 'act of war'		2024-10-28T00:03:40Z	BBC News	https://www.bbc.com/news/articles/c170g21jwqgo
Mike Flanagan to Adapt Stephen King’s Carrie as an 8-Episode Miniseries	Gordon Jackson	2024-10-21T17:45:48Z	Gizmodo.com	https://gizmodo.com/mike-flanagan-to-adapt-stephen-kings-carrie-as-an-8-episode-miniseries-2000514457
Cuckoldry, Clocks, and Horror: The Wild History of Our Obsession With the Cuckoo Bird	Ed Cara	2024-10-23T19:35:16Z	Gizmodo.com	https://gizmodo.com/cuckoldry-clocks-and-horror-the-wild-history-of-our-obsession-with-the-cuckoo-bird-2000510651
Got a Cat Vet Nightmare? We Want to Hear Your Horror Stories	Ed Cara	2024-10-23T16:55:40Z	Gizmodo.com	https://gizmodo.com/got-a-cat-vet-nightmare-we-want-to-hear-your-cat-horror-stories-2000515502
When horror hits China, the first instinct is shut it down		2024-11-12T19:11:22Z	BBC News	https://www.bbc.com/news/articles/cje0z2xppdlo
The Witcher Is Recasting Another Big Character	Gordon Jackson	2024-10-24T13:00:03Z	Gizmodo.com	https://gizmodo.com/netflix-witcher-season-4-vesemir-recast-kim-bodnia-2000515879
The 25 best new horror movies of 2024 (so far)	Caralynn Matassa	2024-11-01T15:32:56Z	Business Insider	https://www.businessinsider.com/best-new-horror-movies-2024
The First Reactions to Nosferatu Call It ‘Pure Evil,’ ‘Erotic,’ and ‘Devilishly Bloody’	Isaiah Colbert	2024-11-08T17:40:33Z	Gizmodo.com	https://gizmodo.com/the-first-reactions-to-nosferatu-call-it-pure-evil-erotic-and-devilishly-bloody-2000522031
Nosferatu‘s New Posters Know You Don’t Need to See Him to Be Scary	Isaiah Colbert	2024-10-31T17:50:00Z	Gizmodo.com	https://gizmodo.com/nosferatus-new-posters-know-you-dont-need-to-see-him-to-be-scary-2000518880
Star Trek: Section 31 Teases Its Mysterious Anti-Heroes	Gordon Jackson	2024-11-07T14:00:59Z	Gizmodo.com	https://gizmodo.com/star-trek-section-31-character-details-michelle-yeoh-2000521472
Tom Holland Joins Christopher Nolan’s Next Movie, and We Heard a Great Rumor About It	Germain Lussier	2024-10-21T21:35:52Z	Gizmodo.com	https://gizmodo.com/christopher-nolan-new-movie-plot-tom-holland-imax-2000514765
20 interesting things you probably didn't know about the 'Scream' movies	Andrew LaSane,Eammon Jacobs	2024-10-31T15:47:10Z	Business Insider	https://www.businessinsider.com/scream-movies-cool-facts-you-may-not-know-2021-10
I'm a horror fan who's seen the first 9 'Saw' movies. Here are the 3 you must watch and 6 you should skip.	Amory Rose	2024-10-25T20:58:15Z	Business Insider	https://www.businessinsider.com/saw-best-movies-to-watch-and-skip-2021-10
7 Terrifying Horror Games To Play After Silent Hill 2	Thomas Wilde	2024-10-30T17:30:00Z	Kotaku	https://kotaku.com/silent-hill-2-mouthwashing-signalis-crow-country-1851685412
How Researchers Are Using Geospatial Technology to Uncover Mexico's Clandestine Graves	Geraldine Castro	2024-11-01T11:00:00Z	Wired	https://www.wired.com/story/how-researchers-are-using-geospatial-technology-to-uncover-mexicos-clandestine-graves/
Mustang Splits In Half In Horror Crash	Steven Symes	2024-10-25T21:30:00Z	Yahoo Entertainment	https://autos.yahoo.com/mustang-splits-half-horror-crash-213000325.html
Metro Awakening is the horror game I didn't know I needed	Nicholas Sutrich	2024-11-07T17:15:04Z	Android Central	https://www.androidcentral.com/gaming/virtual-reality/metro-awakening-review
Looking for Free Horror Movies? Tubi Has 22 of the Best	Peter Butler	2024-10-22T20:15:05Z	CNET	https://www.cnet.com/tech/services-and-software/looking-for-free-horror-movies-tubi-has-22-of-the-best/
The Best Horror Movies on Prime Video to Watch Around Halloween	Meara Isenberg	2024-10-26T22:37:30Z	CNET	https://www.cnet.com/tech/services-and-software/the-best-horror-films-on-prime-video-october-2024/
