Title	Author	Published At	Source	URL
‘The Substance’ Does Equal to ‘Joker: Folie à Deux’ on PVOD, but ‘Beetlejuice Beetlejuice’ Is Bigger	Tom Brueggemann	2024-11-04T22:30:00Z	IndieWire	https://www.indiewire.com/news/box-office/the-substance-joker-folie-a-deux-pvod-1235062753/
Why Not Bluesky	Tim Bray	2024-11-15T20:00:00Z	Tbray.org	https://www.tbray.org/ongoing/When/202x/2024/11/15/Not-Bluesky
Racial disparity still a problem for US health care	Paul McClure	2024-10-25T08:02:00Z	New Atlas	https://newatlas.com/health-wellbeing/racial-disparity-us-healthcare-three-studies/
If We Ever Needed a Voice and a Vote, We Sure Do Need Them Now	Rev. Dr. William J. Barber II	2024-11-03T10:30:00Z	Thenation.com	https://www.thenation.com/?post_type=article&#038;p=527546
1933 and the Definition of Fascism	Bret Devereaux	2024-10-26T18:37:10Z	Acoup.blog	https://acoup.blog/2024/10/25/new-acquisitions-1933-and-the-definition-of-fascism/
When Neighbors Live in Different Worlds	Anne Applebaum, Peter Pomerantsev	2024-10-25T10:00:00Z	The Atlantic	https://www.theatlantic.com/podcasts/archive/2024/10/when-neighbors-live-in-different-worlds/680259/
How Does Game Emulation Work and Why Is It Such a Legal Minefield?	Kyle Barr	2024-11-05T15:30:30Z	Gizmodo.com	https://gizmodo.com/how-does-game-emulation-work-and-why-is-it-such-a-legal-minefield-2000517664
A Baldur’s Gate 3 player’s guide to Dragon Age lore	Petrana Radulovic, Susana Polo	2024-10-30T23:00:32Z	Polygon	https://www.polygon.com/explained/472291/dragon-age-veilguard-lore-explained-beginners-guide
Evil Mothers Eveywhere	Nico	2024-10-29T12:00:58Z	Autostraddle.com	http://www.autostraddle.com/evil-mothers-eveywhere/
What Grieves the Heart of God?	Tim Challies	2024-11-18T05:02:00Z	Challies.com	https://www.challies.com/articles/what-grieves-the-heart-of-god/
Here Are The 20 Best Scored Horror Movies Of 2024	"Paul Tassi, Senior Contributor, 
 Paul Tassi, Senior Contributor
 https://www.forbes.com/sites/paultassi/"	2024-10-27T17:40:28Z	Forbes	https://www.forbes.com/sites/paultassi/2024/10/27/here-are-the-20-best-scored-horror-movies-of-2024/
Piracy Shield Crisis Erupts as AGCOM Board Member Slams Huge Toll on Resources	Andy Maxwell	2024-11-04T12:53:02Z	Torrentfreak.com	https://torrentfreak.com/piracy-shield-crisis-agcom-board-member-slams-huge-toll-on-resources-241103/
Restore Our Joy in You: A Prayer for Revival	Marshall Segal	2024-11-13T11:00:00Z	Desiringgod.org	https://www.desiringgod.org/messages/restore-our-joy-in-you
‘Dragon Age: The Veilguard’ Review: A Well-Aged Dragon	"Paul Tassi, Senior Contributor, 
 Paul Tassi, Senior Contributor
 https://www.forbes.com/sites/paultassi/"	2024-10-28T14:59:56Z	Forbes	https://www.forbes.com/sites/paultassi/2024/10/28/dragon-age-the-veilguard-review-a-well-aged-dragon/
Who Is AGATHA ALL ALONG’s Rio Vidal? The True Identity of Aubrey Plaza’s Character, Revealed	Michael Walsh	2024-10-24T14:50:23Z	Nerdist	https://nerdist.com/article/agatha-all-along-reveals-true-identity-of-aubrey-plaza-rio-vidal-as-mcu-death/
What Buddhism can teach in this moment of deep divisions: No person is ‘evil,’ only ‘mistaken’	Jeremy David Engels, Professor of Communication, Penn State	2024-11-06T12:42:04Z	The Conversation Africa	https://theconversation.com/what-buddhism-can-teach-in-this-moment-of-deep-divisions-no-person-is-evil-only-mistaken-242575
What’s With Anime’s Weird Preoccupation With Hands?	Sarah	2024-11-14T16:00:00Z	Reactormag.com	https://reactormag.com/whats-with-animes-weird-preoccupation-with-hands/
Slitterhead Review - Surface Tension	Phil Hornshaw	2024-11-06T01:40:00Z	GameSpot	https://www.gamespot.com/reviews/slitterhead-review-surface-tension/1900-6418313/
‘Emilia Pérez’ & ‘Blitz’ Top Hollywood Music in Media Awards Nominations	Erik Pedersen	2024-11-07T16:44:29Z	Deadline	http://deadline.com/2024/11/hollywood-music-in-media-awards-2024-nominations-list-1236169980/
[Removed]		2024-10-29T15:32:20Z	[Removed]	https://removed.com
God’s Directive	Rozina Ali	2024-10-31T12:00:00Z	The New York Review of Books	https://www.nybooks.com/articles/2024/11/21/gods-directive-soul-by-soul-rozina-ali/
NOSFERATU Gets Series Of Chilling Character Posters - But Bill Skarsgård's Vampire Is Still Under Wraps	MarkCassidy	2024-11-01T22:51:42Z	CBM (Comic Book Movie)	https://comicbookmovie.com/horror/nosferatu-gets-series-of-chilling-character-posters---but-bill-skarsgrds-vampire-is-still-under-wraps-a214252
ARMOR Interview: Dash Mihok On Working With Sylvester Stallone And A Possible RAY DONOVAN Revival (Exclusive)	JoshWilding	2024-11-18T16:08:00Z	CBM (Comic Book Movie)	https://comicbookmovie.com/action/armor-interview-dash-mihok-on-working-with-sylvester-stallone-and-a-possible-ray-donovan-revival-exclusive-a214590
"Hands-on: Xbox's ""Indiana Jones and the Great Circle"" isn't just shaping up to be a fantastic game, it might represent the Disney franchise's future"	jez@windowscentral.com (Jez Corden)	2024-10-29T14:00:00Z	Windows Central	https://www.windowscentral.com/gaming/indiana-jones-great-circle-preview-oct-2024-xbox-pc-steam
Preach the Whole Truth: Counting the Cost with Charles Spurgeon	Jeremy Walker	2024-11-20T11:00:00Z	Desiringgod.org	https://www.desiringgod.org/articles/preach-the-whole-truth
‘Gladiator II’ Review: Paul Mescal And Denzel Washington Power Ridley Scott’s Long Awaited Sequel To His Only Best Picture Oscar Winner	Pete Hammond	2024-11-11T14:00:00Z	Deadline	http://deadline.com/2024/11/gladiator-ii-review-paul-mescal-denzel-washington-ridley-scotts-long-awaited-sequel-best-picture-oscar-winner-1236172181/
Still Love Your Ex? Here Are Steps To Help You Move On	Sabrina Bendory	2024-10-26T12:27:09Z	Thoughtcatalog.com	https://thoughtcatalog.com/sabrina-bendory/2024/10/still-love-your-ex-here-are-steps-to-help-you-move-on/
LABASH: GO AHEAD, PUT ME ON THE 'ENEMIES LIST'...	Matt Labash	2024-11-20T01:58:36Z	Substack.com	https://mattlabash.substack.com/p/if-youre-an-authoritarian-peckerhead
Terrifier 3 Box Office Surpasses Blumhouse Film To Climb 2024's Highest-Grossing Horror Movie Chart	Matthew Biggin	2024-10-23T17:55:26Z	Screen Rant	https://screenrant.com/terrifier-3-box-office-37-million-fourth-highest-grossing-horror-movie-2024/
New Horror Movies Streaming This Week for Halloween 2024	Cameron Bonomolo	2024-10-28T23:45:26Z	ComicBook.com	http://comicbook.com/horror/news/new-horror-movies-streaming-free-halloween-2024/
A Cause We All Can Support		2024-11-03T04:00:00Z	Americanthinker.com	https://www.americanthinker.com/articles/2024/11/a_cause_we_all_can_support.html
Palestinian Christians despair as Gaza homeland destroyed by Israel’s war	Joseph Tulloch	2024-11-09T06:17:46Z	Al Jazeera English	https://www.aljazeera.com/features/2024/11/9/palestinian-christians-despair-as-gaza-homeland-destroyed-by-israels-war
The Brainless Ideas Guiding Trump’s Foreign Policy	Chris Hooks	2024-11-02T10:00:00Z	The New Republic	https://newrepublic.com/article/186299/brainless-ideas-guiding-trumps-foreign-policy
Speak No Evil 2024 BDRip H264-RBB	Master	2024-11-18T08:58:30Z	Rlsbb.ru	https://post.rlsbb.ru/speak-no-evil-2024-bdrip-h264-rbb/
‘Yana-Wara’ Director on Violence, Nature and Spirits Both Good and Evil	Missy Schwartz	2024-11-21T02:14:12Z	TheWrap	https://www.thewrap.com/yana-wara-peru-tito-catacora-wrap-screening-series/
Bend the Ear of God: Three Wonders of Christian Prayer	David Mathis	2024-11-20T11:00:00Z	Desiringgod.org	https://www.desiringgod.org/messages/bend-the-ear-of-god
Speak No Evil 2024 1080p BluRay REMUX AVC-TRiToN	Master	2024-11-18T08:53:00Z	Rlsbb.ru	https://post.rlsbb.ru/speak-no-evil-2024-1080p-bluray-remux-avc-triton/
In Defense of FIRE	Elizabeth Redden	2024-11-21T08:00:00Z	Inside Higher Ed	https://www.insidehighered.com/opinion/views/2024/11/21/defense-fire-opinion
Speak No Evil 2024 1080p BluRay x264-PiGNUS	Master	2024-11-20T22:08:58Z	Rlsbb.ru	https://post.rlsbb.ru/speak-no-evil-2024-1080p-bluray-x264-pignus/
Speak No Evil 2024 720p BluRay x264-PiGNUS	Master	2024-11-20T22:08:17Z	Rlsbb.ru	https://post.rlsbb.ru/speak-no-evil-2024-720p-bluray-x264-pignus/
ʿAyn al-Qudat	Muhammad U. Faruque and Mohammed Rustom	2024-10-30T19:07:13Z	Stanford.edu	https://plato.stanford.edu/entries/al-qudat/
DARK PHOENIX Star Sophie Turner Among Those Testing For Lara Croft Role In TOMB RAIDER Live-Action TV Series	JoshWilding	2024-10-30T12:13:32Z	CBM (Comic Book Movie)	https://comicbookmovie.com/video-games/tomb-raider/dark-phoenix-star-sophie-turner-among-those-testing-for-lara-croft-role-in-tomb-raider-live-action-tv-series-a214211
Kanamara Matsuri and Honen Matsuri: Comparing fertility “penis” festivals in Japan	Kelsey Lechner	2024-10-29T11:00:00Z	Fluentin3months.com	https://www.fluentin3months.com/kanamara-matsuri-penis-festival-japan/
X-MEN: DARK PHOENIX Star Sophie Turner Looks Set To Play TOMB RAIDER's Lara Croft In Amazon TV Series	JoshWilding	2024-11-14T21:32:00Z	CBM (Comic Book Movie)	https://comicbookmovie.com/video-games/tomb-raider/x-men-dark-phoenix-star-sophie-turner-looks-set-to-play-tomb-raiders-lara-croft-in-amazon-tv-series-a214455
Torn Apart	Patricia J. Williams	2024-11-14T13:00:00Z	The New York Review of Books	https://www.nybooks.com/articles/2024/12/05/torn-apart-separated-errol-morris/
Steve McQueen looks at WWII through child’s eyes in ‘Blitz’	Stephen Schaefer	2024-11-04T06:06:51Z	Boston Herald	https://www.bostonherald.com/2024/11/04/steve-mcqueen-looks-at-wwii-through-childs-eyes-in-blitz/
[Removed]		2024-10-31T10:57:26Z	[Removed]	https://removed.com
Expand Your Gospel Vocabulary	Sam Chan	2024-11-01T04:02:00Z	Thegospelcoalition.org	https://www.thegospelcoalition.org/article/expand-gospel-vocabulary/
Silence As Salvation: The Quiet Femmes of Modern Horror	Alisha Mughal	2024-10-25T13:22:13Z	Rogerebert.com	https://www.rogerebert.com/features/silence-as-salvation-the-quiet-femmes-of-modern-horror
Alice Munro’s Retreat	Anne Enright	2024-11-14T13:00:00Z	The New York Review of Books	https://www.nybooks.com/articles/2024/12/05/alice-munros-retreat-anne-enright/
‘Grotesquerie’ Star Niecy Nash-Betts Unpacks Finale, Shares Hopes For Season 2 & Explains Why Lois Is “One And The Same” With VP Kamala Harris	Katie Campione	2024-10-31T03:18:00Z	Deadline	http://deadline.com/2024/10/grotesquerie-finale-recap-niecy-nash-betts-interview-season-2-hopes-1236162592/
Terrible, Horrible, No-Good, Very Bad Ideas: Stephen King’s Pet Sematary (Part 13)	R.Emrys	2024-11-13T18:00:00Z	Reactormag.com	https://reactormag.com/terrible-horrible-no-good-very-bad-ideas-stephen-kings-pet-sematary-part-13/
Why, O Lord, Didst Kamala Harris Persecute Thy Righteous Fanboys Who Heckled Her?	Doktor Zoom	2024-10-23T13:12:29Z	Wonkette.com	https://www.wonkette.com/p/why-o-lord-didst-kamala-harris-persecute
Jill Duggar Opens Up About Abusive Childhood: I Thought CPS Was Going to Take Us Away …	Tyler Johnson	2024-10-30T16:25:22Z	The Hollywood Gossip	http://www.thehollywoodgossip.com/2024/10/jill-duggar-opens-up-about-abusive-childhood-i-thought-cps-was-going-to-take-us-away-from-our-parents/
10 Great Horror Films from 2024 (and Where to Watch Them)	Brian Tallerico	2024-10-30T13:43:49Z	Rogerebert.com	https://www.rogerebert.com/streaming/10-great-horror-films-from-2024-and-where-to-watch-them
Cardinal Burke: Catholics Have ‘Duty’ to Vote for Candidate Who Will Prevent More Evil (Video)	Margaret Flavin	2024-11-03T19:00:17Z	Thegatewaypundit.com	https://www.thegatewaypundit.com/2024/11/cardinal-burke-catholics-have-duty-vote-candidate-who/
The Evil Warmongering Zionist Won (No Not That One, The Other One)	No Author	2024-11-07T04:01:00Z	Lewrockwell.com	https://www.lewrockwell.com/2024/11/no_author/the-evil-warmongering-zionist-won-no-not-that-one-the-other-one/
10 Best Written Isekai Heroes Whose Character Arcs Keep Fans Coming Back	Branson Knowles	2024-11-07T23:01:14Z	Screen Rant	https://screenrant.com/best-written-isekai-anime-heroes-ever-ranked/
ON OWNING YOUR OWN OPINION.	ERIC KIM	2024-11-09T16:58:18Z	Erickimphotography.com	https://erickimphotography.com/blog/2024/11/09/on-owning-your-own-opinion-2/
Help, I’ve been banned from Hinge!	Solomon Pace-McCarrick	2024-11-21T14:33:00Z	Dazed	https://www.dazeddigital.com/life-culture/article/65116/1/help-ive-been-banned-from-hinge-tinder-dating-app-bans-what-to-do?utm_source=Link&utm_medium=Link&utm_campaign=RSSFeed&utm_term=help-i-ve-been-banned-from-hinge
Mike Huckabee to Arutz Sheva: There is no 'occupation', it is the 'promised land'	Yoni Kempinski	2024-11-15T04:46:26Z	Israelnationalnews.com	https://www.israelnationalnews.com/news/399228
With a Trump victory, America now has a permission structure to vilify the LGBTQ+ community	John Casey	2024-11-06T15:11:12Z	Advocate.com	https://www.advocate.com/voices/trump-win-america-vilify-lgbtq
Veterans Day: Goya on War	Lambert Strether	2024-11-11T22:25:38Z	Nakedcapitalism.com	https://www.nakedcapitalism.com/2024/11/veterans-day-goya-on-war.html
How Writer-Director Sophia Rivera Uses '80s Horror Nostalgia to Fuel Her Work	Presented By	2024-10-24T14:03:04Z	Nofilmschool.com	https://nofilmschool.com/sophia-rivera-interview
Scare Your Way From Zoom to Stephen King With Rob Savage's 'The Boogeyman'	Grant Vance	2024-10-24T13:04:03Z	Nofilmschool.com	https://nofilmschool.com/rob-savage-the-boogeyman
Heretic’s Ending Begs for a Bigger Idea	Nicholas Quah	2024-11-08T20:37:33Z	Vulture	http://www.vulture.com/article/heretic-ending-explained-a-flawed-case-for-religion.html
[Removed]		2024-11-05T11:03:01Z	[Removed]	https://removed.com
I Need To Talk About Why Agatha All Along's Nicholas Scratch Backstory Doesn't Quite Add Up For Me	Nick Venable	2024-11-03T21:08:17Z	CinemaBlend	https://www.cinemablend.com/superheroes/marvel-cinematic-universe/why-agatha-all-along-nicholas-scratch-backstory-doesnt-quite-add-up-to-me
Harris Hits the Wall		2024-10-24T04:00:00Z	Americanthinker.com	https://www.americanthinker.com/articles/2024/10/kamala_hits_the_wall.html
The Facts About Harris' Response to Protesters Who Shouted 'Jesus Is Lord' at Rally	Jordan Liles	2024-10-30T20:42:00Z	Snopes.com	https://www.snopes.com//news/2024/10/30/harris-jesus-is-lord/
War reporter Andriy Tsaplienko on what's motivating him in Ukraine	Holly Williams, Aliza Chasan	2024-11-11T00:30:25Z	CBS News	https://www.cbsnews.com/news/andriy-tsaplienko-on-reporting-ukraine-russia-war-60-minutes/
Student Played A Card Game With Someone Who Was Constantly Cheating, So She Found A Way To Turn The Tables During A Tournament And Make Him Look Foolish	Michael Levanduski	2024-11-05T07:22:43Z	Twistedsifter.com	http://twistedsifter.com/2024/11/after-playing-a-card-game-with-someone-who-was-constantly-trying-to-cheat-she-found-a-way-to-get-revenge-during-a-tournament/
Smile‘s Director Already Has Ideas For Where Smile 3 Could Go	Gordon Jackson	2024-10-31T13:00:00Z	Gizmodo.com	https://gizmodo.com/smile-3-sequel-ideas-parker-finn-2000518568
'Smile 2' has a brutal ending that blows the horror franchise's potential future wide open	Caralynn Matassa	2024-10-23T22:07:32Z	Business Insider	https://www.businessinsider.com/smile-2-ending-explained-2024-10
Kodak Portable Photo Printer Plus Sheets at a Lowest Price, Print Photos for Just $1.25 Each	Joe Tilleli	2024-11-05T20:50:46Z	Gizmodo.com	https://gizmodo.com/kodak-portable-photo-printer-plus-sheets-at-a-lowest-price-print-photos-for-just-1-25-each-2000520895
Count Down to Halloween With These 10 Scary Hulu and Disney+ Movies	Cheryl Eddy	2024-10-28T22:44:26Z	Gizmodo.com	https://gizmodo.com/halloween-best-streaming-horror-hulu-disney-plus-2000517558
Watch the Intense Opening of Smile 2 Online—If You Can Grin the Whole Time	Cheryl Eddy	2024-11-04T21:50:52Z	Gizmodo.com	https://gizmodo.com/smile-2-opening-smile-checker-paramount-2000520360
Apple Accidentally Lets Pirated Movies and TV Shows App Into App Store	Joe Rossignol	2024-11-04T17:11:35Z	MacRumors	https://www.macrumors.com/2024/11/04/apple-approves-pirated-movie-tv-show-app/
The Dragon Quest 3 remake delivers classic RPG comfort food with an ‘HD-2D’ sheen	Michael McWhertor	2024-11-13T23:13:36Z	Polygon	https://www.polygon.com/review/478796/dragon-quest-3-hd-2d-remake
Paramount Teases the First 7 Minutes of 'Smile 2'	info@hypebeast.com (Hypebeast)	2024-11-06T03:04:06Z	HYPEBEAST	https://hypebeast.com/2024/11/paramount-pictures-teases-first-7-minutes-of-smile-2-info
Smile 2 Director Wanted Audiences To Feel Complicit In That Shocking Ending [Exclusive]	staff@slashfilm.com (Ben Pearson)	2024-11-19T22:00:22Z	/FILM	https://www.slashfilm.com/1717472/smile-2-director-wanted-audiences-feel-complicit-shocking-ending-exclusive/
How To Watch Horror Sequel Smile 2 At Home	staff@slashfilm.com (Jeremy Mathai)	2024-11-18T15:45:20Z	/FILM	https://www.slashfilm.com/1715930/how-watch-horror-sequel-smile-2-at-home/
You Can Watch the First Seven Minutes of Horror Film Providing You Smile Into Your Webcam	Pesala Bandara	2024-11-05T12:50:30Z	PetaPixel	https://petapixel.com/2024/11/05/you-can-now-watch-the-first-seven-minutes-of-smile-2-but-you-have-to-smile-the-entire-time-webcam-smile-2/
You Can Watch the First 7 Minutes of ‘Smile 2’ Online — but Only if You Smile Into Your Webcam the Whole Time	Brian Welk	2024-11-04T23:10:09Z	IndieWire	https://www.indiewire.com/news/general-news/watch-first-7-minutes-smile-2-online-free-smile-whole-time-1235062886/
3 great Hulu movies you need to stream this weekend (October 25-27)	Blair Marnell	2024-10-25T21:00:28Z	Digital Trends	https://www.digitaltrends.com/movies/three-great-hulu-movies-you-need-to-stream-this-weekend-october-25-27-2024/
The Smile, Idles, Laura Marling, and More Releasing Rough Trade Exclusive Vinyl Records	Matthew Strauss	2024-11-19T15:10:43Z	Pitchfork	https://pitchfork.com/news/the-smile-idles-laura-marling-releasing-rough-trade-exclusive-vinyl-records/
Venom 3 set to win weekend box office, but there’s a battle for second spot	Trevor Mogg	2024-11-01T05:50:29Z	Digital Trends	https://www.digitaltrends.com/movies/venom-3-to-win-weekend-box-office-but-what-will-place-second/
How to Stream 'Terrifier' and 'Terrifier 2' for Free This Halloween	Meara Isenberg	2024-10-31T17:47:53Z	CNET	https://www.cnet.com/tech/services-and-software/how-to-stream-terrifier-and-terrifier-2-for-free-this-halloween/
Lady Gaga Cast In Wednesday Season 2	Abby Jones	2024-11-13T22:25:13Z	Stereogum	https://www.stereogum.com/2287481/lady-gaga-cast-in-wednesday-season-2/news/
'Sweet Caroline,' Harry Kane and more best moments from Giants-Panthers in Germany	Jordan Raanan	2024-11-09T20:34:28Z	ESPN	https://www.espn.com/nfl/story/_/id/42288660/new-york-giants-carolina-panthers-germany-best-moments
For Naomi Scott, Playing a Troubled Pop Star in ‘Smile 2’ Meant Alternating Between Joyful Dance Rehearsals and Bloody Hallucinations	Christian Zilko	2024-10-26T15:00:00Z	IndieWire	https://www.indiewire.com/features/interviews/naomi-scott-interview-smile-2-1235060424/
A thoughtful review	Seth Godin	2024-11-12T22:14:27Z	Seths.blog	https://seths.blog/2024/11/a-thoughtful-review/
Horror Hit ‘Smile 2’ Get Digital Streaming Premiere Date	"Tim Lammers, Contributor, 
 Tim Lammers, Contributor
 https://www.forbes.com/sites/timlammers/"	2024-11-02T21:43:43Z	Forbes	https://www.forbes.com/sites/timlammers/2024/11/02/horror-hit-smile-2-get-digital-streaming-premiere-date/
To Unlock A Free ‘Smile 2’ Clip, Just Smile (For A Full Seven Minutes)	"Leslie Katz, Senior Contributor, 
 Leslie Katz, Senior Contributor
 https://www.forbes.com/sites/lesliekatz/"	2024-11-07T21:42:19Z	Forbes	https://www.forbes.com/sites/lesliekatz/2024/11/07/to-unlock-a-free-smile-2-clip-just-smile-for-a-full-seven-minutes/
Here Are The 2025 Grammy Award Nominations, And Some Of These Are So Major	Kelby Vera	2024-11-08T17:32:42Z	HuffPost	https://www.huffpost.com/entry/2025-grammy-award-nominations_n_672df203e4b0933e82c9a411
Smile 2 Is Now Available To Preorder on 4K UHD	Hannah Hoolihan	2024-10-23T14:01:40Z	IGN	https://www.ign.com/articles/preorder-smile-2-4k-uhd-steelbook
Venom 3 Dances to a Decent Opening Weekend With Overseas Help	Justin Carter	2024-10-27T20:00:32Z	Gizmodo.com	https://gizmodo.com/venom-last-dance-box-office-2000517029
The Language of Faces	DomoFutu	2024-11-02T19:54:47Z	Substack.com	https://domofutu.substack.com/p/the-language-of-faces
Paramount Releases ‘Smile 2’ Clip For Free Online Viewing — But Only If You Smile Into Your Webcam For 7 Minutes Straight	Natalie Oganesyan	2024-11-05T01:42:43Z	Deadline	http://deadline.com/2024/11/paramount-smile-2-clip-online-free-smile-webcam-1236167313/
‘Smile’ Producers Temple Hill Line Up Next Horror Movie In The Shape Of ‘Monitor’; Protagonist Launching For AFM	Andreas Wiseman	2024-11-01T11:00:00Z	Deadline	http://deadline.com/2024/11/smile-producers-temple-hill-next-horror-movie-in-the-shape-of-monitor-protagonist-launching-for-afm-1236163956/
